EJE,PONDERADOR EJE,NOMBRE DE SECTOR,SECTOR MGA,PROGRAMA MGA,"COD,.INT. PROGRAMA",PROGRAMA PDT,PONDERADOR PROGRAMA,COD SUBPROGRAMA,"COD. INT, SUBPROGRAMA",SUBPROGRAMA,PONDERADOR SUBPROGRAMA,COD. INT. MR,META DE RESULTADO,INDICADOR DE RESULTADO,L.B,PRODUCTO MGA,BPIN,NOMBRE DEL PROYECTO,COD META PRODUCTO,PONDERADOR META DE PRODUCTO,META DE PRODUCTO,L.B,UNIDAD DE MEDIDA,TENDENCIA  INDICADOR,INDICADOR,RESPONSABLE, ,VALOR ESPERADO CUATRIENIO,% TOTAL  EJEJCUTADO 2024 VS CUATRIENIO,% TOTAL EJECUTADO 2025 VS CUATRIENIO,% TOTAL EJECUTADO 2026 VS CUATRIENIO,% TOTAL EJECUTADO 2027 VS CUATRIENIO,PORCENTAJE TOTAL PDM AVANCE CUATRIENIO,VALOR ESPERADO 2024,VALOR ESPERADO 2025,VALOR ESPERADO 2026,VALOR ESPERADO 2027,T1. PLANEADO 2024,T1. EJECUTADO 2024,T2. PLANEADO 2024,T2. EJECUTADO 2024,T3. PLANEADO 2024,T3. EJECUTADO 2024,T4. PLANEADO 2024,T.4 EJECUTADO 2024,TOTAL PLANEADO 2024,TOTAL EJECUTADO 2024,AVANCE 2024,% TOTAL PLANEADO 2024,% TOTAL AVANCE 2024,ESTADO PROGRAMADO-NO PROGRAMADO 2024, SOPORTES DE CUMPLIMIENTO 2024,T1. PLANEADO 2025,T1. EJECUTADO 2025,T2. PLANEADO 2025,T2. EJECUTADO 2025,T3. PLANEADO 2025,T3. EJECUTADO 2025,T4. PLANEADO 2025,T.4 EJECUTADO 2025,TOTAL PLANEADO 2025,TOTAL EJECUTADO 2025,AVANCE 2025,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO 2025, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2026,T1. EJECUTADO 2026,T2. PLANEADO 2026,T2. EJECUTADO 2026,T3. PLANEADO 2026,T3. EJECUTADO 2026,T4. PLANEADO 2026,T.4 EJECUTADO 2026,TOTAL PLANEADO 2026,TOTAL EJECUTADO 2026,% AVANCE 2026,% TOTAL PLANEADO 2026,% TOTAL AVANCE 2026,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2027,T1. EJECUTADO 2027,T2. PLANEADO 2027,T2. EJECUTADO 2027,T3. PLANEADO 2027,T3. EJECUTADO 2027,T4. PLANEADO 2027,T.4 EJECUTADO 2024,TOTAL PLANEADO 2027,TOTAL EJECUTADO 2027,% AVANCE 2027,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,PPTO DEFINITIVO INICIAL,VALOR EJECUTADO,SALDO DISPONIBLE,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,APROPIACION 2024,COMPROMISOS 2024,TOTAL ASIGNADO,TOTAL COMPROMISOS,% EJECUCIÓN FINANCIERA,APROPIACION INICIAL 2025,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,PAGOS 2025,% EJECUCION 2025,2024 PLAN FINANCIERO PDM,2025 PLAN FINANCIERO PDM,2026 PLAN FINANCIERO PDM,2027 PLAN FINANCIERO PDM,TOTALES PLAN FINANCIERO PDM,PLAN DE ACCIÓN,APROPIACION INICIAL 2026,APROPIACION DEFINITIVA 2026,COMPROMISOS 2026,PAGOS 2026,% EJECUCION 2026,VALOR EJECUTADO 2026,SALDO DISPONIBLE 2026,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3906,21,"Territorio Innovador e Inteligente de Tenjo -TIIT 

(Fomento de la investigación, desarrollo tecnológico e innovación del sector trabajo)",,1002,21.1,Infraestructura y Servicios Inteligentes,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3906005,2024257990021,DESARROLLO DEL TERRITORIO INNOVADOR E INTELIGENTE DEL MUNICIPIO DE TENJO,153,,Desarrollar dos proyectos para la ampliación de elementos urbanos innovadores de características inteligente y  sustentable en el municipio de Tenjo,0,Número,I,"Centro Regional de Ciencia, Tecnología e Innovación para el Emprendimiento consolidado",Secretaría de Desarrollo Económico y Medio Ambiente o quien haga sus veces,,2,100%,50%,,,32.5%,2,0,0,0,,,,,0,0,2,2,2.00,2.00,100%,100%,100%,P,META 153.docx,0.1,0.1,0.3,0.3,0.5,0.5,0.1,0.1,1.00,1.00,1.00,100%,100%,NP,Meta 153.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$983,525,515.00","$983,525,515.00","$983,525,515.00","$983,525,515.00",100%,$0.00,$0.00,$0.00,$0.00,,$0.00,6750000000%,0,0,"67,500,000",,,,,,,,,,,,,,,
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3906,21,"Territorio Innovador e Inteligente de Tenjo -TIIT 

(Fomento de la investigación, desarrollo tecnológico e innovación del sector trabajo)",,1002,21.1,Infraestructura y Servicios Inteligentes,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3906018,2024257990021,DESARROLLO DEL TERRITORIO INNOVADOR E INTELIGENTE DEL MUNICIPIO DE TENJO,154,,"Implementar una red de infraestructura en telecomunicaciones que garantice el acceso a la internet, la información el conocimiento y la ciencia, ampliando además la red  Wi-Fi pública en tres zonas del municipio ",0,Número,I,Número de redes de infraestructura en telecomunicaciones implementada,Sec. Infraestructura y Obra Pública,SI,1,17%,100%,,,37.6%,0.20,0.30,0.30,0.20,,,,,0.05,0.05,0.15,0.12,0.20,0.17,0.85,100%,85%,P,META 154.docx,0,0,0.1,0.1,0.1,0.2,0.1,0,0.30,0.30,1.00,100%,100%,P,Meta 154.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$250,000,000.00",$0.00,"$300,000,000.00","$300,000,000.00","$550,000,000.00","$300,000,000.00",55%,"$250,000,000.00","$4,500,000.00",$0.00,$0.00,0.00%,"$80,000,000.00",8160000000%,"83,232,000","85,728,960","330,560,960",,,,,,,,,,,,,,,
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3906,22,"Tenjo Innovador es Ecosistema de Ciencia, Tecnología e Innovación -TINEC

(Fortalecimiento de la gobernanza e institucionalidad multinivel del sector de CTeI)",,1002,22.1,Educación y Capacitación en CTeI,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3906021,2024257990021,DESARROLLO DEL TERRITORIO INNOVADOR E INTELIGENTE DEL MUNICIPIO DE TENJO,155,,"Consolidar el Centro Regional de Ciencia, Tecnología e Innovación para el Emprendimiento.",0,Número,I,Centro regional CteI consolidado,Secretaría de Desarrollo Económico y Medio Ambiente o quien haga sus veces,,1,0%,100%,,,35.0%,0.20,0.30,0.40,0.10,,,,,0,0,0,,0,0,0%,0%,0%,NP,,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.30,0.30,1.00,100%,100%,NP,Meta 155.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,,"$250,000,000.00",25500000000%,"260,100,000","267,903,000","1,033,003,000",,,,,,,,,,,,,,,
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3905,22,"Tenjo Innovador es Ecosistema de Ciencia, Tecnología e Innovación -TINEC

(Fortalecimiento de la gobernanza e institucionalidad multinivel del sector de CTeI)",,1001,22.1,Educación y Capacitación en CTeI,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3905005,2024257990022,"DESARROLLO INNOVADOR ES ECOSISTEMA DE CIENCIA, TECNOLOGIA E INNOVACIÓN EN EL MUNICIPIO DE TENJO",156,,Generar una a lianza con una institución de educación superior para el desarrollo de investigación en el municipio,0,Número,I,Alianza generada,Sec. Desarrollo Educativo ,,1,100%,100%,,,50.0%,0.00,1,1,1,,,,,0,0,1,1,1.00,1.00,100%,100%,100%,P,Meta 156.docx,0.1,0.1,0,0,0,0,0,0,0.10,0.10,1.00,100%,100%,NP,Meta 156.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000,000.00",$0.00,$0.00,$0.00,"$10,000,000.00",$0.00,0%,"$10,000,000.00","$10,000,000.00",$0.00,$0.00,0.00%,$0.00,0%,0,0,"30,000,000",,,,,,,,,,,,,,,
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3905,22,"Tenjo Innovador es Ecosistema de Ciencia, Tecnología e Innovación -TINEC

(Fortalecimiento de la gobernanza e institucionalidad multinivel del sector de CTeI)",,1001,22.1,Educación y Capacitación en CTeI,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3905004,2024257990022,"DESARROLLO INNOVADOR ES ECOSISTEMA DE CIENCIA, TECNOLOGIA E INNOVACIÓN EN EL MUNICIPIO DE TENJO",157,,Crear el aula Móvil Steam llevando la CteI a todas las veredas,0,Número,I,Aula Móvil Steam Creada,Sec. Desarrollo Educativo ,SI,0,0%,0%,,,0.0%,0.00,0,0,1,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0,0,0,0,0,,0,,0.00,0.00,0%,0.00%,0%,NP,Meta 157.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000,000.00",$0.00,$0.00,$0.00,"$10,000,000.00",$0.00,0%,"$10,000,000.00",$0.00,$0.00,$0.00,,$0.00,0%,0,0,"400,000,000",,,,,,,,,,,,,,,
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3905,22,"Tenjo Innovador es Ecosistema de Ciencia, Tecnología e Innovación -TINEC

(Fortalecimiento de la gobernanza e institucionalidad multinivel del sector de CTeI)",,1001,22.1,Educación y Capacitación en CTeI,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3905007,2024257990022,"DESARROLLO INNOVADOR ES ECOSISTEMA DE CIENCIA, TECNOLOGIA E INNOVACIÓN EN EL MUNICIPIO DE TENJO",158,,"Generar una alianza que permita el aprendizaje no formal en lenguaje de programación, bigdata y machine learning para niños, niñas, adolescentes y jóvenes ",0,Número,I,Alianza generada,Sec. Desarrollo Educativo ,,1,0%,0%,,,0.0%,0.00,0,1,1,,,,,0,0,0,,0.00,0.00,0%,0%,0%,NP,,0,0,0,0,0,,0,,0.00,0.00,0%,0.00%,0%,NP,Meta 158.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000,000.00",$0.00,$0.00,$0.00,"$10,000,000.00",$0.00,0%,"$10,000,000.00",$0.00,$0.00,$0.00,,$0.00,0%,0,0,"120,000,000",,,,,,,,,,,,,,,
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3905,22,"Tenjo Innovador es Ecosistema de Ciencia, Tecnología e Innovación -TINEC

(Fortalecimiento de la gobernanza e institucionalidad multinivel del sector de CTeI)",,1001,22.1,Educación y Capacitación en CTeI,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3905005,2024257990022,"DESARROLLO INNOVADOR ES ECOSISTEMA DE CIENCIA, TECNOLOGIA E INNOVACIÓN EN EL MUNICIPIO DE TENJO",159,,"Crear un programa de mentorias en tecnología, innovación y emprendimiento que conecte a jóvenes y emprendedores de Tenjo con expertos y profesionales del sector e industriales y empresarios del a región, fomentando el desarrollo de habilidades y la creación de startups",0,Número,I,Programa creado,Secretaría de Desarrollo Económico y Medio Ambiente o quien haga sus veces,,1,0%,70%,,,24.5%,0.00,1,1,1,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0.1,0.1,0.3,0.3,0.3,0.3,0.3,,1.00,0.70,0.70,100%,70%,NP,Meta 159.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,,"$40,000,000.00",4080000000%,"41,616,000","42,864,480","165,280,480",,,,,,,,,,,,,,,
Eje 3. Progreso y Desarrollo Económico,11.30%,,39,3905,22,"Tenjo Innovador es Ecosistema de Ciencia, Tecnología e Innovación -TINEC

(Fortalecimiento de la gobernanza e institucionalidad multinivel del sector de CTeI)",,1001,22.1,Fomento de la Innovación y el Emprendimiento,,21.1.1,"Lograr 3,0 en el Índice de Ciudades y Territorios Inteligentes dentro del Modelo de El Modelo de Madurez de Ciudades y Territorios Inteligentes del MinTic",Índice de Ciudades y Territorios inteligentes del Mintic,0,3905002,2024257990022,"DESARROLLO INNOVADOR ES ECOSISTEMA DE CIENCIA, TECNOLOGIA E INNOVACIÓN EN EL MUNICIPIO DE TENJO",160,,Formular la política pública de Ciencia tecnología e Innovación y de  fomento a la alfabetización en IA para los nuevos modelos de trabajo,0,Porcentaje,I,Política Pública formulada,Secretaría de Desarrollo Económico y Medio Ambiente o quien haga sus veces,,40%,3%,#DIV/0!,,,#DIV/0!,3%,35%,1%,1%,,,,,1%,1%,4%,0,5%,1%,20%,100%,20%,P,Meta 160.docx,0,0,0,0,0,0,0,0,0%,0%,#DIV/0!,#DIV/0!,0%,NP,Meta 160.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,000,000.00",$0.00,$0.00,$0.00,"$70,000,000.00",$0.00,0%,$0.00,"$70,000,000.00",$0.00,$0.00,0.00%,"$70,000,000.00",7140000000%,"72,828,000","75,012,840","289,240,840",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201028,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,161,,Beneficiar al 100% de los estudiantes matriculados en las IED con el Programa de Alimentación Escolar PAE,2957. Estudiantes beneficiados,Porcentaje,M,Porcentaje de estudiantes beneficiados en el programa PAE,Sec. Desarrollo Educativo ,SI,100%,100%,133%,,,61.7%,100%,100%,100%,100%,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,P,Meta 161.docx,100%,100%,100%,100%,100%,100%,100%,100%,100%,133%,133%,100%,133%,P,Meta 161.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$321,114,173.00","$130,508,000.00","$402,810,843.00","$402,810,843.00","$723,925,016.00","$533,318,843.00",74%,"$307,996,671.00","$271,114,173.00","$269,590,173.00","$106,388,000.00",99.44%,"$550,005,784.00",64761271400%,"699,993,350","752,493,017","2,650,104,865",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201029,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,162,,Beneficiar el 100% de los estudiantes focalizados con el servicio de Transporte Escolar,1208. Estudiantes beneficiados,Porcentaje,M,Porcentaje de estudiantes beneficiados con servicio de transporte escolar,Sec. Desarrollo Educativo ,,100%,100%,133%,,,61.7%,100%,100%,100%,100%,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,P,Meta 162.docx,100%,100%,100%,100%,100%,100%,100%,100%,100%,133%,133%,100%,133%,P,Meta 162.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,539,800,945.00","$1,784,433,333.00","$637,760,679.00","$637,760,679.00","$3,177,561,624.00","$2,422,194,012.00",76%,"$1,650,000,000.00","$2,717,329,184.00","$2,293,256,073.00","$2,009,126,639.00",84.39%,"$2,200,532,243.00",196281615800%,"2,035,193,376","2,038,343,258","8,236,885,035",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201017,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,163,,Fortalecer el programa de Atención de Necesidades Educativas Transitorias - Yo Aprendo - al 100% de la Población Estudiantil focalizada y garantizado los derechos de permanencia de NNA en gestación,289. Estudianates beneficiados,Porcentaje,M,"Porcentaje de familias beneficiadas en el programa ""Yo Aprendo""",Sec. Desarrollo Educativo ,SI,100%,100%,100%,,,50.0%,100%,100%,100%,100%,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,P,Meta 163.docx,14%,14%,30%,30%,30%,30%,25%,25%,99%,99%,100%,100%,100%,P,Meta 163.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$561,151,000.00","$374,018,798.00","$206,103,334.00","$206,103,334.00","$767,254,334.00","$580,122,132.00",76%,"$561,151,000.00","$495,018,798.00","$475,018,798.00","$392,261,931.00",95.96%,"$550,000,000.00",56100000000%,"572,220,000","589,386,600","2,272,606,600",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201069,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,164,,Generar 4 procesos de dotación y equipamiento tecnológico y mobiliario para las IED del municipio de Tenjo,3,Número,I,Número de IED dotadas,Sec. Desarrollo Educativo ,SI,4,23%,25%,,,12.1%,1,1,1,1,,,,,0.2,0.2,0.8,0.7,1.00,0.90,0.90,100%,90%,P,Meta 164.docx,0,0,0.3,0.3,0.3,0.3,0.4,0.4,1.00,1.00,1.00,100%,100%,P,Meta 164.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,000,000.00",$0.00,"$200,000,000.00","$200,000,000.00","$350,000,000.00","$200,000,000.00",57%,"$150,000,000.00","$71,000,223.00","$71,000,223.00","$71,000,223.00",100.00%,"$200,000,000.00",20400000000%,"208,080,000","214,322,400","826,402,400",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201017,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,165,,Beneficiar al 100% de los estudiantes matriculados en las IED con la entrega de uniformes,1,Porcentaje,M,Porcentaje de estudiantes beneficiados con entrega de uniformes,Sec. Desarrollo Educativo ,SI,100%,10%,100%,,,36.5%,100%,0%,0%,100%,,,,,5%,5%,5%,5%,10%,10%,100%,100%,100%,NP,Meta 165.docx,100%,100%,0%,0%,0%,0%,0%,0,100%,100%,100%,100%,100%,NP,Meta 165.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$1,599,987,000.00","$1,599,987,000.00","$1,599,987,000.00","$1,599,987,000.00",100%,,$0.00,$0.00,$0.00,,"$1,600,000,000.00",,"1,600,000,000",,"3,600,000,000",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201026,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,166,,Garantizar el mantenimiento de las 3 IED y sus 17 subsedes del municipio de Tenjo.,SD,Número,I,Mantenimiento realizado,Sec. Infraestructura y Obra Pública,SI,17,0%,2%,,,0.7%,0,6,6,5,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,META 166.docx,0,0,2,1.9,2,0,2,,6.00,1.90,0.32,100%,32%,P,Meta 166.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$600,000,000.00","$115,597,000.00","$111,296,666.00","$111,296,666.00","$711,296,666.00","$226,893,666.00",32%,"$400,000,000.00","$1,148,182,419.00","$816,359,864.00","$94,506,000.00",71.10%,"$435,388,179.00",60000000000%,"612,000,000","700,000,000","2,347,388,179",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201070,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,167,,Dotar con 3 aulas inteligentes las tres instituciones educativas departamentales del municipio de Tenjo.,0,Número,I,"3 IED, dotadas con aulas inteligentes",Sec. Desarrollo Educativo ,SI,3,0%,33%,,,11.7%,0,1,1,1,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0,0,0.3,0.3,0.4,0.4,0.3,0.3,1.00,1.00,1.00,100%,100%,P,Meta 167.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000,000.00",$0.00,$0.00,$0.00,"$200,000,000.00",$0.00,0%,"$200,000,000.00","$200,000,000.00","$200,000,000.00","$200,000,000.00",100.00%,$0.00,25000000000%,0,0,"250,000,000",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201070,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,168,,"Garantizar en las 17 sedes de las IED la conectividad a internet, dando continuidad a la red de fibra óptica",15,Número,I,Número de instituciones con servicios de internet ,Sec. Desarrollo Educativo ,SI,17,91%,7%,,,16.3%,15,17,17,17,0,,0,,15,15,15,15,15,15,15,100%,100%,P,Meta 168.docx,17,15,17,15,17,16,17,17,17.00,21.00,1.24,100%,124%,P,Meta 168.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,200,000.00","$8,414,464.00",$0.00,$0.00,"$61,200,000.00","$8,414,464.00",14%,"$61,200,000.00","$61,200,000.00","$61,200,000.00","$36,548,418.00",100.00%,"$60,000,000.00",6120000000%,"62,424,000","64,296,720","247,920,720",,,,,,,,,,,,,,,
Eje 4. Transformación Social,43.20%,,22,2201,23,"Programa Inteligente para la Excelencia Educativa de Tenjo (PIEET)

 (Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media)

(Calidad y fomento de la educación superior)",,,23.1,Sistema de Acceso y Calidad Educativa (SACE),,23.1.1,Incrementar a 90 la tasa de aprobación promedio para el cuatrienio,Tasa de aprobación (promedio cuatrienio),"89,3
Tasa de aprobación promedio 
87,36- 2019
92,84- 2021
97,99- 2022

Fuente: Men Estadísticas por municipio 2024",2201022,2024257990023,Fortalecimiento al programa  para la excelencia educativa en el Municipio de Tenjo,169,,Ampliar la infraestructura educativa de las tres IED zona rural del municipio,0,Número,I,Número de instituciones educativas construidas,Sec. Infraestructura y Obra Pública,SI,3,0%,10%,,,3.5%,0.00,1.00,1.00,1.00,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0,0,0,0,0.3,0.3,0.7,,1.00,0.30,0.30,100%,30%,P,Meta 169.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$206,280,429.00",$0.00,$0.00,$0.00,"$206,280,429.00",$0.00,0%,"$206,280,429.00","$206,280,429.00",$0.00,$0.00,0.00%,$0.00,70000000000%,"700,000,000",0,"1,400,000,000",,,,,,,,,,,,,,,
